"genes"	"cluster"	"ref"	"rank"	"scores"	"logfoldchanges"	"pvals"	"pvals_adj"	"gene_names"	"asct_cell_types"
"ENSG00000016602"	"gamma-delta T cell"	"rest"	19667	-1.2038159	-2.328334	0.230246165648008	0.821276413699028	"CLCA4"	"goblet"
"ENSG00000016602"	"natural killer cell"	"rest"	21175	-1.8563029	-3.292684	0.0644141489392256	0.338122346205602	"CLCA4"	"goblet"
"ENSG00000016602"	"endothelial tip cell"	"rest"	22700	-2.936956	-2.750493	0.00339729224567857	0.0139844027796319	"CLCA4"	"goblet"
"ENSG00000016602"	"conventional dendritic cell"	"rest"	21743	-1.3000933	-2.5224264	0.195365314883856	0.708609240465676	"CLCA4"	"goblet"
"ENSG00000016602"	"goblet cell"	"rest"	2203	1.3266318	1.2556968	0.185617311380768	0.779083018383943	"CLCA4"	"goblet"
"ENSG00000023445"	"endothelial tip cell"	"rest"	24260	-8.597779	-1.9851493	2.69045450382901e-17	6.33411342878316e-16	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"CD4-positive, alpha-beta T cell"	"rest"	160	20.888248	1.9388019	1.29815802313906e-91	1.44717945100078e-89	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"CD8-positive, alpha-beta T cell"	"rest"	3491	1.3185449	0.17729232	0.187436312267196	0.378729776083821	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"stromal cell"	"rest"	24291	-19.8285	-2.3162897	9.14799383982778e-84	2.52075758019814e-82	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"endothelial stalk cell"	"rest"	22579	-2.4410958	-0.57642597	0.0148528998220511	0.0696005175154616	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"myeloid cell"	"rest"	23589	-9.113791	-1.038801	1.22828638698329e-19	1.47793907598866e-18	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"glial cell"	"rest"	1988	2.8831956	0.64897454	0.00403265729317361	0.0234524285744499	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"endothelial cell of lymphatic vessel"	"rest"	24291	-3.8959918	-2.6971483	0.000146535859394473	0.00540411853664148	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"regulatory T cell"	"rest"	19	34.078045	3.4895175	2.27645274503695e-199	2.92512196407011e-196	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"nan"	"rest"	16237	-4.751735	-0.1284673	2.02079047409216e-06	4.8948882463028e-06	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"smooth muscle cell of large intestine"	"rest"	24227	-7.532624	-2.089423	1.41105831602144e-13	4.12569793141886e-12	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"goblet cell"	"rest"	24270	-4.5406775	-2.499641	9.24512795894177e-06	0.000435611504716497	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"gamma-delta T cell"	"rest"	21670	-1.7652129	-0.7787765	0.0786373666405596	0.475602163557397	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"pericyte"	"rest"	24323	-7.063791	-2.8186252	6.3040147631436e-12	2.76809741775877e-10	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"natural killer cell"	"rest"	17936	-0.98468614	-0.3181865	0.325226696933675	0.850375408892434	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"consensus molecular subtype 3 epithelial cell"	"rest"	24285	-8.066372	-1.7557126	2.05727283759753e-15	3.98304988557542e-14	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"myofibroblast"	"rest"	24340	-12.881403	-2.99468	9.78971921788416e-36	3.12018544367394e-34	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"plasma cell"	"rest"	21218	-1.9989681	-1.7542434	0.0498833732143508	0.379748261195872	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"consensus molecular subtype 2 epithelial cell"	"rest"	24104	-7.822324	-2.209016	1.55093064601759e-14	6.51711201237065e-13	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"mast cell"	"rest"	471	3.3493483	1.0854123	0.000885454960996242	0.0150644581308448	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"T cell"	"rest"	1178	2.8900852	0.79536825	0.00400860120452949	0.0403404739519304	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"T-helper 17 cell"	"rest"	3304	1.5769092	0.4091449	0.115328461973017	0.402212284160236	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"brush cell of epithelium proper of large intestine"	"rest"	24235	-2.459942	-28.782782	0.0211570314077431	0.98839978386086	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"epithelial cell of large intestine"	"rest"	24152	-15.160179	-1.5096197	9.18366450335861e-51	1.48483433897349e-49	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"B cell"	"rest"	396	12.168477	1.2067677	2.03175332799842e-33	5.42704876911964e-32	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"IgA plasma cell"	"rest"	1045	1.2345717	0.11127816	0.217053118521985	0.310945595328937	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"T follicular helper cell"	"rest"	89	11.498815	2.6742835	4.7264568295482e-27	1.26804084655593e-24	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"conventional dendritic cell"	"rest"	2781	1.9162958	0.60993004	0.0563082425021888	0.332818531510302	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"enterocyte of epithelium of large intestine"	"rest"	19023	-1.2227732	-0.45158285	0.222136537852741	0.661855191010108	"BIRC3"	"epithelial stem cells"
"ENSG00000023445"	"consensus molecular subtype 1 epithelial cell"	"rest"	23557	-4.1769123	-0.7911793	3.17960870455717e-05	0.000207060461224483	"BIRC3"	"epithelial stem cells"
"ENSG00000074416"	"consensus molecular subtype 1 epithelial cell"	"rest"	2218	4.9787383	0.73866355	7.18561901713212e-07	6.29231358264934e-06	"MGLL"	"CD8+ T"
"ENSG00000074416"	"myeloid cell"	"rest"	22725	-6.72709	-0.71399724	1.95487027956411e-11	1.42679231704868e-10	"MGLL"	"CD8+ T"
"ENSG00000074416"	"T follicular helper cell"	"rest"	24105	-5.0994315	-2.0293095	5.34155563223213e-07	1.76228025953129e-05	"MGLL"	"CD8+ T"
"ENSG00000074416"	"consensus molecular subtype 3 epithelial cell"	"rest"	1188	7.8372326	1.0472653	8.7032624975304e-15	1.60121665873931e-13	"MGLL"	"CD8+ T"
"ENSG00000074416"	"goblet cell"	"rest"	109	7.894876	2.2569718	6.74917431793769e-14	1.37311951498442e-11	"MGLL"	"CD8+ T"
"ENSG00000074416"	"brush cell of epithelium proper of large intestine"	"rest"	2953	0.4384146	0.4343241	0.663129201231375	0.98839978386086	"MGLL"	"CD8+ T"
"ENSG00000074416"	"enterocyte of epithelium of large intestine"	"rest"	404	6.2561865	1.7499553	1.14544593220623e-09	5.78983788589708e-08	"MGLL"	"CD8+ T"
"ENSG00000074416"	"pericyte"	"rest"	911	4.9947057	1.1133094	7.56437559567423e-07	1.55976913676343e-05	"MGLL"	"CD8+ T"
"ENSG00000074416"	"endothelial cell of lymphatic vessel"	"rest"	1612	2.1289597	0.87305105	0.0344019565131945	0.343664827330737	"MGLL"	"CD8+ T"
"ENSG00000074416"	"gamma-delta T cell"	"rest"	19361	-1.1317581	-0.49457473	0.258646989368347	0.867987298754478	"MGLL"	"CD8+ T"
"ENSG00000074416"	"endothelial stalk cell"	"rest"	309	10.831682	1.8995291	1.25582286870682e-25	9.521633390251e-24	"MGLL"	"CD8+ T"
"ENSG00000074416"	"conventional dendritic cell"	"rest"	23742	-2.5617015	-1.0810608	0.0109918613390243	0.100809655421089	"MGLL"	"CD8+ T"
"ENSG00000074416"	"CD4-positive, alpha-beta T cell"	"rest"	23493	-10.376599	-1.3478303	6.92056456199506e-25	1.28290556732382e-23	"MGLL"	"CD8+ T"
"ENSG00000074416"	"T-helper 17 cell"	"rest"	22364	-2.4337654	-0.72441065	0.015237944331049	0.0932378879444184	"MGLL"	"CD8+ T"
"ENSG00000074416"	"smooth muscle cell of large intestine"	"rest"	647	7.544869	1.3087734	1.0043029338083e-13	2.97561308567911e-12	"MGLL"	"CD8+ T"
"ENSG00000074416"	"IgA plasma cell"	"rest"	21890	-11.12423	-1.1618958	2.62956496501211e-28	2.38035591604767e-27	"MGLL"	"CD8+ T"
"ENSG00000074416"	"endothelial tip cell"	"rest"	158	18.369959	2.5294178	1.1340006285463e-66	1.73034320908309e-64	"MGLL"	"CD8+ T"
"ENSG00000074416"	"myofibroblast"	"rest"	22429	-2.916922	-0.4191048	0.00357588873199428	0.0116123633283996	"MGLL"	"CD8+ T"
"ENSG00000074416"	"mast cell"	"rest"	21796	-2.2815485	-0.8578038	0.0229836209024979	0.164840760543327	"MGLL"	"CD8+ T"
"ENSG00000074416"	"stromal cell"	"rest"	2233	10.07107	0.7714464	1.12283773085298e-23	9.21134420734027e-23	"MGLL"	"CD8+ T"
"ENSG00000074416"	"T cell"	"rest"	24309	-5.858054	-2.5298877	9.97482781661948e-09	4.84146016530712e-07	"MGLL"	"CD8+ T"
"ENSG00000074416"	"consensus molecular subtype 2 epithelial cell"	"rest"	16049	-1.2119057	-0.2444071	0.225799191421469	0.491455956081283	"MGLL"	"CD8+ T"
"ENSG00000074416"	"B cell"	"rest"	23368	-9.635492	-1.2715552	1.08510572979021e-21	1.67881947320014e-20	"MGLL"	"CD8+ T"
"ENSG00000074416"	"plasma cell"	"rest"	23441	-3.0570421	-4.097972	0.00356546900798609	0.0857326195391093	"MGLL"	"CD8+ T"
"ENSG00000074416"	"glial cell"	"rest"	19927	-1.5838692	-0.40905634	0.113575500595848	0.336713087012389	"MGLL"	"CD8+ T"
"ENSG00000074416"	"natural killer cell"	"rest"	23627	-3.5890946	-1.3017738	0.000364758612810053	0.00676190759897056	"MGLL"	"CD8+ T"
"ENSG00000074416"	"CD8-positive, alpha-beta T cell"	"rest"	23342	-7.3949327	-1.1885892	1.92280333208159e-13	2.78763172556596e-12	"MGLL"	"CD8+ T"
"ENSG00000074416"	"epithelial cell of large intestine"	"rest"	2779	9.102656	0.62013197	1.15270920145818e-19	7.70387146027924e-19	"MGLL"	"CD8+ T"
"ENSG00000074416"	"nan"	"rest"	18252	-7.209966	-0.18319437	5.65307682548608e-13	1.89345887799996e-12	"MGLL"	"CD8+ T"
"ENSG00000074416"	"regulatory T cell"	"rest"	24114	-9.5394125	-1.7967067	4.45666895925431e-21	1.43922111073062e-19	"MGLL"	"CD8+ T"
"ENSG00000090382"	"enterocyte of epithelium of large intestine"	"rest"	18952	-1.2039917	-0.44626725	0.229373292425967	0.67509578797921	"LYZ"	"Paneth"
"ENSG00000090382"	"regulatory T cell"	"rest"	24283	-11.67066	-2.6446214	4.46175296002421e-30	2.31764333544747e-28	"LYZ"	"Paneth"
"ENSG00000090382"	"endothelial stalk cell"	"rest"	24312	-7.724756	-2.7240207	5.48875350198914e-14	1.84069269227422e-12	"LYZ"	"Paneth"
"ENSG00000090382"	"plasma cell"	"rest"	23079	-2.740625	-3.4353855	0.00847316373937607	0.149901318502266	"LYZ"	"Paneth"
"ENSG00000090382"	"T cell"	"rest"	24302	-5.8077197	-2.6696918	1.47457712042403e-08	6.99035452777325e-07	"LYZ"	"Paneth"
"ENSG00000090382"	"B cell"	"rest"	24229	-16.160587	-2.92527	1.32002717810761e-55	7.16158745029317e-54	"LYZ"	"Paneth"
"ENSG00000090382"	"gamma-delta T cell"	"rest"	24334	-5.4757566	-5.560471	1.74562522682728e-07	1.46625063808627e-05	"LYZ"	"Paneth"
"ENSG00000090382"	"pericyte"	"rest"	24246	-5.804175	-2.1289134	1.20055186068929e-08	3.42810212010156e-07	"LYZ"	"Paneth"
"ENSG00000090382"	"endothelial tip cell"	"rest"	24342	-10.644664	-3.0926852	5.38838707328013e-25	1.95762026796222e-23	"LYZ"	"Paneth"
"ENSG00000090382"	"brush cell of epithelium proper of large intestine"	"rest"	1156	0.96186906	0.90599835	0.340760401924991	0.98839978386086	"LYZ"	"Paneth"
"ENSG00000090382"	"nan"	"rest"	21182	-13.040086	-0.38853243	8.04470301503902e-39	5.35013291771078e-38	"LYZ"	"Paneth"
"ENSG00000090382"	"epithelial cell of large intestine"	"rest"	709	19.3963	1.4656212	1.480196429609e-81	4.45043295966431e-80	"LYZ"	"Paneth"
"ENSG00000090382"	"consensus molecular subtype 1 epithelial cell"	"rest"	46	20.275002	2.8002183	2.19819233125408e-80	1.2196969903463e-77	"LYZ"	"Paneth"
"ENSG00000090382"	"myeloid cell"	"rest"	14	67.97588	5.071763	0	0	"LYZ"	"Paneth"
"ENSG00000090382"	"goblet cell"	"rest"	23533	-2.5981066	-1.1716545	0.00993171368132707	0.131922120683307	"LYZ"	"Paneth"
"ENSG00000090382"	"natural killer cell"	"rest"	24289	-5.772513	-2.6687713	1.797889661784e-08	1.14009553773493e-06	"LYZ"	"Paneth"
"ENSG00000090382"	"myofibroblast"	"rest"	24252	-9.869392	-1.9766946	3.21172730676772e-22	5.89557221559603e-21	"LYZ"	"Paneth"
"ENSG00000090382"	"smooth muscle cell of large intestine"	"rest"	24318	-9.131794	-3.262351	9.16293792839815e-19	4.0971422451266e-17	"LYZ"	"Paneth"
"ENSG00000090382"	"mast cell"	"rest"	24273	-5.5060635	-2.8650227	8.38085124255284e-08	5.62115665482651e-06	"LYZ"	"Paneth"
"ENSG00000090382"	"consensus molecular subtype 3 epithelial cell"	"rest"	147	16.61197	2.3107436	5.53729733226105e-57	9.07299174965243e-55	"LYZ"	"Paneth"
"ENSG00000090382"	"T-helper 17 cell"	"rest"	24289	-6.523085	-2.9378245	2.27240158150032e-10	1.1230447815941e-08	"LYZ"	"Paneth"
"ENSG00000090382"	"stromal cell"	"rest"	24353	-23.327782	-3.4928875	4.42088809622037e-112	1.68906982756063e-110	"LYZ"	"Paneth"
"ENSG00000090382"	"endothelial cell of lymphatic vessel"	"rest"	24314	-4.0661716	-3.1099448	8.19775158287252e-05	0.00337504059265176	"LYZ"	"Paneth"
"ENSG00000090382"	"CD4-positive, alpha-beta T cell"	"rest"	24246	-16.97966	-2.9785073	3.21660462258438e-61	2.03974507157858e-59	"LYZ"	"Paneth"
"ENSG00000090382"	"CD8-positive, alpha-beta T cell"	"rest"	24277	-13.632414	-3.0293658	4.19531423303184e-40	2.59302282747441e-38	"LYZ"	"Paneth"
"ENSG00000090382"	"consensus molecular subtype 2 epithelial cell"	"rest"	23984	-7.0611753	-1.9543864	3.62321753398508e-12	1.19054149225722e-10	"LYZ"	"Paneth"
"ENSG00000090382"	"glial cell"	"rest"	24263	-8.978542	-4.268008	5.60601146108238e-18	2.84542960105749e-16	"LYZ"	"Paneth"
"ENSG00000090382"	"conventional dendritic cell"	"rest"	16	20.109978	5.0940113	1.43301782456924e-57	2.33237981126889e-54	"LYZ"	"Paneth"
"ENSG00000090382"	"IgA plasma cell"	"rest"	24083	-21.445347	-4.1452923	5.66973461187141e-94	3.31944606269133e-92	"LYZ"	"Paneth"
"ENSG00000090382"	"T follicular helper cell"	"rest"	24216	-5.803047	-2.7685688	1.60035758621317e-08	6.8908518712184e-07	"LYZ"	"Paneth"
"ENSG00000090402"	"consensus molecular subtype 1 epithelial cell"	"rest"	10723	0.30716568	0.1930662	0.758762431534237	0.92041449573236	"SI"	"absorptive "
"ENSG00000090402"	"endothelial cell of lymphatic vessel"	"rest"	21887	-1.2276732	-23.778234	0.222120946510101	0.905087672176445	"SI"	"absorptive "
"ENSG00000090402"	"goblet cell"	"rest"	1082	2.3995316	2.561508	0.0172979614875401	0.192882187812704	"SI"	"absorptive "
"ENSG00000090402"	"stromal cell"	"rest"	22803	-6.475335	-5.2153554	1.08683544164833e-10	4.83491262252228e-10	"SI"	"absorptive "
"ENSG00000090402"	"gamma-delta T cell"	"rest"	20502	-1.408664	-23.779102	0.161017873948943	0.692093375808011	"SI"	"absorptive "
"ENSG00000090402"	"CD4-positive, alpha-beta T cell"	"rest"	19592	-4.2703543	-3.1149971	2.01706885195888e-05	8.3225822125611e-05	"SI"	"absorptive "
"ENSG00000090402"	"myeloid cell"	"rest"	20709	-4.164012	-2.4056835	3.20924557869578e-05	0.000127068636974179	"SI"	"absorptive "
"ENSG00000090402"	"CD8-positive, alpha-beta T cell"	"rest"	21343	-4.210692	-23.807459	2.71931478016745e-05	0.000153968618595927	"SI"	"absorptive "
"ENSG00000090402"	"pericyte"	"rest"	22794	-2.1553986	-23.783936	0.0318139616899522	0.156530846573658	"SI"	"absorptive "
"ENSG00000090402"	"plasma cell"	"rest"	13102	-0.78783417	-23.776619	0.434834739926646	0.921296899119198	"SI"	"absorptive "
"ENSG00000090402"	"conventional dendritic cell"	"rest"	22127	-1.4320096	-23.779222	0.154167627464628	0.622844358252759	"SI"	"absorptive "
"ENSG00000090402"	"epithelial cell of large intestine"	"rest"	2385	10.130506	2.2080774	6.73396244273394e-24	5.33083524892692e-23	"SI"	"absorptive "
"ENSG00000090402"	"endothelial stalk cell"	"rest"	22608	-2.4678712	-23.78655	0.0139571570982674	0.0661137045784052	"SI"	"absorptive "
"ENSG00000090402"	"smooth muscle cell of large intestine"	"rest"	22296	-2.7040226	-23.78876	0.00706341134046613	0.0344334830552567	"SI"	"absorptive "
"ENSG00000090402"	"T-helper 17 cell"	"rest"	21735	-2.027813	-23.782967	0.0434371441519551	0.205467008142345	"SI"	"absorptive "
"ENSG00000090402"	"myofibroblast"	"rest"	22810	-3.5372891	-4.2961597	0.0004211835567428	0.0016239379902588	"SI"	"absorptive "
"ENSG00000090402"	"T follicular helper cell"	"rest"	18998	-1.2551416	-1.996403	0.21022985720203	0.627144639996378	"SI"	"absorptive "
"ENSG00000090402"	"T cell"	"rest"	21433	-1.8953476	-23.782024	0.0591143601508143	0.289977494217798	"SI"	"absorptive "
"ENSG00000090402"	"regulatory T cell"	"rest"	21762	-3.8437495	-23.80218	0.00012812162214414	0.000724065111811814	"SI"	"absorptive "
"ENSG00000090402"	"IgA plasma cell"	"rest"	16365	-5.729414	-6.5280805	1.13025376246478e-08	3.25708396562973e-08	"SI"	"absorptive "
"ENSG00000090402"	"enterocyte of epithelium of large intestine"	"rest"	600	4.988818	3.728195	1.17588184763265e-06	3.53546544681078e-05	"SI"	"absorptive "
"ENSG00000090402"	"brush cell of epithelium proper of large intestine"	"rest"	17041	-0.58586293	-23.776114	0.563219900497369	0.98839978386086	"SI"	"absorptive "
"ENSG00000090402"	"endothelial tip cell"	"rest"	22895	-3.2189016	-23.794258	0.00134047067580269	0.00618643687694648	"SI"	"absorptive "
"ENSG00000090402"	"B cell"	"rest"	20959	-5.0333376	-23.820955	5.28570024327426e-07	2.74680897699655e-06	"SI"	"absorptive "
"ENSG00000090402"	"mast cell"	"rest"	20185	-1.7378582	-23.780985	0.0835919452525994	0.38188880078536	"SI"	"absorptive "
"ENSG00000090402"	"consensus molecular subtype 2 epithelial cell"	"rest"	20425	-2.6724563	-4.9411907	0.00773922101091128	0.0353300938220621	"SI"	"absorptive "
