"genes"	"cluster"	"ref"	"rank"	"scores"	"logfoldchanges"	"pvals"	"pvals_adj"	"gene_names"	"asct_cell_types"
"ENSG00000074416"	"nan"	"rest"	10121	-3.1227586	-0.18601306	0.0017984184333395	0.0036704155708854	"MGLL"	"CD8+ T"
"ENSG00000074416"	"intestinal crypt transit amplifying cell"	"rest"	18757	-9.609519	-0.96901166	2.74778817499284e-21	3.18186149329043e-20	"MGLL"	"CD8+ T"
"ENSG00000090382"	"enterocyte of epithelium of small intestine"	"rest"	17905	-14.352465	-1.8215138	6.78953020256965e-46	6.46745399597539e-45	"LYZ"	"Paneth"
"ENSG00000090382"	"intestinal crypt stem cell"	"rest"	11275	-0.1067159	-0.026591595	0.915031117272922	0.950090976065357	"LYZ"	"Paneth"
"ENSG00000090382"	"large intestine goblet cell"	"rest"	1417	3.2059414	0.45423892	0.00135951475429083	0.00603078210265682	"LYZ"	"Paneth"
"ENSG00000090382"	"paneth-like cell"	"rest"	28	24.200336	3.7379522	2.95484505038986e-102	1.86706809250634e-99	"LYZ"	"Paneth"
"ENSG00000090382"	"epithelial progenitor cell of large intestine"	"rest"	18213	-7.676644	-0.9590496	1.93572004868713e-14	9.83740194179979e-14	"LYZ"	"Paneth"
"ENSG00000090382"	"epithelial progenitor cell of small intestine"	"rest"	18419	-3.5446649	-0.85363036	0.000407337297865067	0.0033426345533897	"LYZ"	"Paneth"
"ENSG00000090382"	"small intestine goblet cell"	"rest"	1618	1.583253	0.578434	0.113899134710704	0.765178101658709	"LYZ"	"Paneth"
"ENSG00000090382"	"intestinal enteroendocrine cell"	"rest"	17943	-1.7129864	-1.2095193	0.0882706142212469	0.448594574578541	"LYZ"	"Paneth"
"ENSG00000090382"	"paneth cell of epithelium of small intestine"	"rest"	26	8.208391	3.9422538	2.94221589949808e-13	1.85908815302952e-10	"LYZ"	"Paneth"
"ENSG00000090382"	"enterocyte of epithelium of large intestine"	"rest"	18150	-6.6095963	-1.3820477	4.80013786925833e-11	5.0188314092477e-10	"LYZ"	"Paneth"
"ENSG00000090382"	"intestinal crypt transit amplifying cell"	"rest"	4957	3.5747926	0.66916007	0.000358285649105285	0.00117097633869651	"LYZ"	"Paneth"
"ENSG00000090382"	"nan"	"rest"	4166	-0.3232057	-0.03779639	0.746548332406873	0.801788679269387	"LYZ"	"Paneth"
"ENSG00000090402"	"enterocyte of epithelium of large intestine"	"rest"	18868	-21.390482	-3.1542296	3.54863182324506e-90	4.33986224783441e-88	"SI"	"absorptive "
"ENSG00000090402"	"small intestine goblet cell"	"rest"	169	4.905686	0.8996059	1.20469630848334e-06	8.71611573420234e-05	"SI"	"absorptive "
"ENSG00000090402"	"paneth-like cell"	"rest"	18850	-9.953836	-1.7270387	3.34330449047162e-22	1.4876920169338e-20	"SI"	"absorptive "
"ENSG00000090402"	"paneth cell of epithelium of small intestine"	"rest"	210	3.5574749	1.1491734	0.000479899043632624	0.0360990725043651	"SI"	"absorptive "
"ENSG00000090402"	"large intestine goblet cell"	"rest"	18792	-17.901644	-2.104626	4.24038815956808e-67	2.86052661753639e-65	"SI"	"absorptive "
"ENSG00000090402"	"intestinal enteroendocrine cell"	"rest"	18838	-4.3691797	-1.8740978	2.08326298948688e-05	0.000922671337119467	"SI"	"absorptive "
"ENSG00000090402"	"intestinal crypt stem cell"	"rest"	18818	-10.563484	-1.9109397	1.19922098586998e-24	6.07819064389071e-23	"SI"	"absorptive "
"ENSG00000090402"	"epithelial progenitor cell of small intestine"	"rest"	44	15.188783	1.6151557	6.44688612713811e-49	2.07130802417e-46	"SI"	"absorptive "
"ENSG00000090402"	"intestinal crypt transit amplifying cell"	"rest"	18814	-11.024072	-1.4354984	2.73272998743956e-27	4.00941405897092e-26	"SI"	"absorptive "
"ENSG00000090402"	"nan"	"rest"	17882	-15.946458	-1.1122209	2.02094660167205e-56	3.5145930074583e-55	"SI"	"absorptive "
"ENSG00000090402"	"enterocyte of epithelium of small intestine"	"rest"	73	74.5759	3.4670093	0	0	"SI"	"absorptive "
"ENSG00000090402"	"epithelial progenitor cell of large intestine"	"rest"	18919	-33.64344	-3.053341	5.91696910538631e-218	5.87235949537711e-216	"SI"	"absorptive "
"ENSG00000101335"	"epithelial progenitor cell of small intestine"	"rest"	18159	-2.9071572	-0.91158867	0.0037032440353183	0.0221032161515292	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"intestinal crypt transit amplifying cell"	"rest"	18639	-7.610459	-3.2457285	5.50207088618496e-14	4.31336872285037e-13	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"paneth cell of epithelium of small intestine"	"rest"	17252	-1.0834405	-1.0083987	0.280514108197927	0.977793588943296	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"intestinal crypt stem cell"	"rest"	18372	-5.56086	-2.8605242	3.72750189416306e-08	4.87991434639877e-07	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"enterocyte of epithelium of small intestine"	"rest"	295	34.966194	4.932033	7.52719838449276e-238	3.4382065681071e-236	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"small intestine goblet cell"	"rest"	17866	-1.6643323	-0.8867205	0.0966172140086328	0.71368100928614	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"enterocyte of epithelium of large intestine"	"rest"	18604	-10.285027	-26.24831	5.31722082154203e-24	1.24129603316688e-22	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"epithelial progenitor cell of large intestine"	"rest"	18701	-16.389145	-8.048371	4.1344980440137e-58	7.01015607534202e-57	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"nan"	"rest"	17053	-12.14553	-2.1160986	1.28788169872856e-33	1.25970513318362e-32	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"large intestine goblet cell"	"rest"	18478	-10.965293	-10.032653	4.74110744836e-27	1.13332197718931e-25	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"paneth-like cell"	"rest"	18717	-6.6585774	-6.4089193	5.75638051578451e-11	1.00941673503433e-09	"MYL9"	"epithelial stem cells"
"ENSG00000101335"	"intestinal enteroendocrine cell"	"rest"	18507	-2.6775877	-4.108476	0.00836136206004726	0.0983848412230018	"MYL9"	"epithelial stem cells"
"ENSG00000104267"	"enterocyte of epithelium of large intestine"	"rest"	0	44.43725	3.2759104	0	0	"CA2"	"absorptive "
"ENSG00000104267"	"small intestine goblet cell"	"rest"	18954	-12.08562	-29.861492	9.68383105238381e-28	9.17833507144937e-25	"CA2"	"absorptive "
"ENSG00000104267"	"paneth-like cell"	"rest"	220	11.761678	1.4324058	2.01243396901242e-30	1.34322881396477e-28	"CA2"	"absorptive "
"ENSG00000104267"	"epithelial progenitor cell of large intestine"	"rest"	77	38.99949	2.1845336	1.17014760101447e-299	2.60956681468591e-297	"CA2"	"absorptive "
"ENSG00000104267"	"intestinal crypt stem cell"	"rest"	18898	-12.677255	-2.3731732	1.24754849813434e-33	1.01062091156558e-31	"CA2"	"absorptive "
"ENSG00000104267"	"epithelial progenitor cell of small intestine"	"rest"	18951	-20.39125	-8.597595	1.98727903814182e-75	1.56961922695902e-72	"CA2"	"absorptive "
"ENSG00000104267"	"large intestine goblet cell"	"rest"	17693	-6.0672503	-0.60163033	1.46389459623966e-09	1.44378699096353e-08	"CA2"	"absorptive "
"ENSG00000104267"	"nan"	"rest"	13329	-5.7058616	-0.37563956	1.19662730019319e-08	3.93670029546373e-08	"CA2"	"absorptive "
"ENSG00000104267"	"intestinal crypt transit amplifying cell"	"rest"	18529	-6.2341137	-0.7186406	5.71407078396352e-10	3.39016982099569e-09	"CA2"	"absorptive "
"ENSG00000104267"	"intestinal enteroendocrine cell"	"rest"	18870	-4.7641993	-2.1226673	3.77907795246616e-06	0.000221783906089624	"CA2"	"absorptive "
"ENSG00000104267"	"enterocyte of epithelium of small intestine"	"rest"	18936	-53.32093	-11.329253	0	0	"CA2"	"absorptive "
"ENSG00000104267"	"paneth cell of epithelium of small intestine"	"rest"	18932	-4.492675	-2.3517375	1.60151732912194e-05	0.00210821961741913	"CA2"	"absorptive "
"ENSG00000107954"	"intestinal crypt stem cell"	"rest"	18236	-4.812395	-1.5815535	1.75639676848914e-06	1.78044155847488e-05	"NEURL1"	"enterocytes"
"ENSG00000107954"	"small intestine goblet cell"	"rest"	62	7.2575784	2.0778427	1.51045003819389e-12	3.11218379608732e-10	"NEURL1"	"enterocytes"
"ENSG00000107954"	"epithelial progenitor cell of large intestine"	"rest"	18587	-12.74019	-1.9306972	1.63541976336961e-36	1.7694644426047e-35	"NEURL1"	"enterocytes"
"ENSG00000107954"	"enterocyte of epithelium of large intestine"	"rest"	18214	-6.920272	-1.5926003	5.84288561580759e-12	6.62823098343799e-11	"NEURL1"	"enterocytes"
"ENSG00000107954"	"paneth cell of epithelium of small intestine"	"rest"	17	9.012199	3.3889287	1.23538574042637e-15	1.37752777032484e-12	"NEURL1"	"enterocytes"
"ENSG00000107954"	"nan"	"rest"	2764	0.36408377	0.042913217	0.715805542602232	0.776825434566205	"NEURL1"	"enterocytes"
"ENSG00000107954"	"large intestine goblet cell"	"rest"	243	12.6484585	1.6636424	9.00477257647537e-36	2.88335251621059e-34	"NEURL1"	"enterocytes"
"ENSG00000107954"	"intestinal enteroendocrine cell"	"rest"	361	4.16815	1.78461	4.37296303415355e-05	0.00168826654328747	"NEURL1"	"enterocytes"
"ENSG00000107954"	"intestinal crypt transit amplifying cell"	"rest"	17495	-2.0287423	-0.4097155	0.0426274944081257	0.093860702056038	"NEURL1"	"enterocytes"
"ENSG00000107954"	"enterocyte of epithelium of small intestine"	"rest"	18354	-18.77829	-3.2119257	5.18357925088424e-76	7.69459109473467e-75	"NEURL1"	"enterocytes"
"ENSG00000107954"	"epithelial progenitor cell of small intestine"	"rest"	18835	-7.9407334	-3.342355	5.76248447284822e-15	2.12516839819671e-13	"NEURL1"	"enterocytes"
"ENSG00000107954"	"paneth-like cell"	"rest"	17	26.851393	3.6921544	7.04798499013909e-121	6.68008017365382e-118	"NEURL1"	"enterocytes"
"ENSG00000115129"	"intestinal enteroendocrine cell"	"rest"	9188	0.19579697	0.06083701	0.844929519760389	0.955471472991073	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"nan"	"rest"	17133	-12.432891	-0.8091392	3.61567670091497e-35	3.69481226644443e-34	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"enterocyte of epithelium of small intestine"	"rest"	725	17.555891	0.91343606	1.00427505516099e-67	1.33593248741276e-66	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"intestinal crypt stem cell"	"rest"	18126	-4.360976	-0.5885378	1.41441898055024e-05	0.00012055632282064	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"intestinal crypt transit amplifying cell"	"rest"	18289	-4.384489	-0.4375338	1.23032551521831e-05	4.83058211816036e-05	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"large intestine goblet cell"	"rest"	18419	-10.336499	-0.9961454	1.24799456553173e-24	2.73807696576614e-23	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"paneth cell of epithelium of small intestine"	"rest"	564	2.2943327	0.8091788	0.0229808433519009	0.572597679097742	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"epithelial progenitor cell of small intestine"	"rest"	2956	2.4743772	0.27391696	0.0134460606909233	0.0641142307808495	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"small intestine goblet cell"	"rest"	17997	-1.7786607	-0.37170818	0.0758035400928194	0.637590371507914	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"epithelial progenitor cell of large intestine"	"rest"	16880	-2.6248496	-0.1504813	0.00869115298994145	0.0176183826411432	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"paneth-like cell"	"rest"	10277	0.13342008	0.01680426	0.893882394360945	0.941723707414332	"TP53I3"	"myofibroblasts"
"ENSG00000115129"	"enterocyte of epithelium of large intestine"	"rest"	567	9.138106	0.75900716	1.16349714250985e-19	2.21438271419846e-18	"TP53I3"	"myofibroblasts"
"ENSG00000116824"	"intestinal enteroendocrine cell"	"rest"	8635	0.32547623	0.9350059	0.745096263619142	0.955471472991073	"CD2"	"CD8+ T"
"ENSG00000116824"	"intestinal enteroendocrine cell"	"rest"	8635	0.32547623	0.9350059	0.745096263619142	0.955471472991073	"CD2"	"CD4+ T"
"ENSG00000116824"	"small intestine goblet cell"	"rest"	15437	-0.7794652	-21.872948	0.436310122713762	0.958356252231524	"CD2"	"CD8+ T"
"ENSG00000116824"	"small intestine goblet cell"	"rest"	15437	-0.7794652	-21.872948	0.436310122713762	0.958356252231524	"CD2"	"CD4+ T"
"ENSG00000116824"	"intestinal crypt transit amplifying cell"	"rest"	17002	-1.4020665	-4.0211663	0.161174782116447	0.295419567762461	"CD2"	"CD8+ T"
"ENSG00000116824"	"intestinal crypt transit amplifying cell"	"rest"	17002	-1.4020665	-4.0211663	0.161174782116447	0.295419567762461	"CD2"	"CD4+ T"
"ENSG00000116824"	"intestinal crypt stem cell"	"rest"	15958	-1.1551332	-21.901207	0.248455173744328	0.491517039605248	"CD2"	"CD8+ T"
"ENSG00000116824"	"intestinal crypt stem cell"	"rest"	15958	-1.1551332	-21.901207	0.248455173744328	0.491517039605248	"CD2"	"CD4+ T"
"ENSG00000116824"	"nan"	"rest"	141	5.628404	5.7816954	1.93481467286762e-08	6.26624755490837e-08	"CD2"	"CD8+ T"
"ENSG00000116824"	"nan"	"rest"	141	5.628404	5.7816954	1.93481467286762e-08	6.26624755490837e-08	"CD2"	"CD4+ T"
"ENSG00000116824"	"enterocyte of epithelium of large intestine"	"rest"	14643	-1.7586373	-21.967373	0.0788488884350255	0.186785744710615	"CD2"	"CD8+ T"
"ENSG00000116824"	"enterocyte of epithelium of large intestine"	"rest"	14643	-1.7586373	-21.967373	0.0788488884350255	0.186785744710615	"CD2"	"CD4+ T"
"ENSG00000116824"	"epithelial progenitor cell of small intestine"	"rest"	16643	-1.311636	-21.915995	0.190001378681266	0.473031045431827	"CD2"	"CD8+ T"
"ENSG00000116824"	"epithelial progenitor cell of small intestine"	"rest"	16643	-1.311636	-21.915995	0.190001378681266	0.473031045431827	"CD2"	"CD4+ T"
"ENSG00000116824"	"enterocyte of epithelium of small intestine"	"rest"	11538	-2.928712	-4.0253873	0.00342102301870621	0.00628685529254435	"CD2"	"CD8+ T"
"ENSG00000116824"	"enterocyte of epithelium of small intestine"	"rest"	11538	-2.928712	-4.0253873	0.00342102301870621	0.00628685529254435	"CD2"	"CD4+ T"
"ENSG00000116824"	"large intestine goblet cell"	"rest"	14232	-1.8763945	-21.98303	0.0607783707329558	0.161067355740796	"CD2"	"CD8+ T"
"ENSG00000116824"	"large intestine goblet cell"	"rest"	14232	-1.8763945	-21.98303	0.0607783707329558	0.161067355740796	"CD2"	"CD4+ T"
"ENSG00000116824"	"epithelial progenitor cell of large intestine"	"rest"	16792	-2.4896832	-3.5608985	0.0128314830493968	0.0253341935927888	"CD2"	"CD8+ T"
"ENSG00000116824"	"epithelial progenitor cell of large intestine"	"rest"	16792	-2.4896832	-3.5608985	0.0128314830493968	0.0253341935927888	"CD2"	"CD4+ T"
"ENSG00000116824"	"paneth cell of epithelium of small intestine"	"rest"	13525	-0.42490456	-21.856083	0.671909259621485	0.977793588943296	"CD2"	"CD8+ T"
"ENSG00000116824"	"paneth cell of epithelium of small intestine"	"rest"	13525	-0.42490456	-21.856083	0.671909259621485	0.977793588943296	"CD2"	"CD4+ T"
"ENSG00000116824"	"paneth-like cell"	"rest"	16036	-0.93501246	-2.5366592	0.35009785035106	0.659949766433442	"CD2"	"CD8+ T"
"ENSG00000116824"	"paneth-like cell"	"rest"	16036	-0.93501246	-2.5366592	0.35009785035106	0.659949766433442	"CD2"	"CD4+ T"
"ENSG00000135218"	"intestinal enteroendocrine cell"	"rest"	10104	-0.025952347	-0.053915154	0.979316303470725	0.989540116771674	"CD36"	"endothelial"
"ENSG00000135218"	"large intestine goblet cell"	"rest"	16041	-3.1489167	-3.400285	0.00166249123003485	0.00723134092623694	"CD36"	"endothelial"
"ENSG00000135218"	"epithelial progenitor cell of large intestine"	"rest"	17899	-5.533668	-23.160892	3.38011827744341e-08	1.18195023182471e-07	"CD36"	"endothelial"
"ENSG00000135218"	"enterocyte of epithelium of large intestine"	"rest"	16797	-3.4674003	-22.994686	0.000540795374394106	0.00233143441369449	"CD36"	"endothelial"
"ENSG00000135218"	"small intestine goblet cell"	"rest"	5460	0.5238575	0.58630896	0.600568175304248	0.958356252231524	"CD36"	"endothelial"
"ENSG00000135218"	"paneth cell of epithelium of small intestine"	"rest"	2585	0.9553573	1.6252044	0.340842450629691	0.977793588943296	"CD36"	"endothelial"
"ENSG00000135218"	"intestinal crypt stem cell"	"rest"	17091	-2.0993524	-3.9285884	0.0361498526135875	0.114918095948879	"CD36"	"endothelial"
"ENSG00000135218"	"intestinal crypt transit amplifying cell"	"rest"	17661	-2.3194747	-2.5343769	0.0205218512389426	0.0491177035461359	"CD36"	"endothelial"
"ENSG00000135218"	"nan"	"rest"	9176	-2.4941728	-1.1061777	0.0126442067859805	0.0230953540022206	"CD36"	"endothelial"
"ENSG00000135218"	"epithelial progenitor cell of small intestine"	"rest"	15785	-0.97582537	-0.90058815	0.329310264164759	0.650250559115331	"CD36"	"endothelial"
"ENSG00000135218"	"paneth-like cell"	"rest"	17929	-2.2843537	-22.928705	0.0226664199334095	0.085812793340865	"CD36"	"endothelial"
"ENSG00000135218"	"enterocyte of epithelium of small intestine"	"rest"	1373	9.667295	3.7001593	6.43984773729897e-22	3.38623449953507e-21	"CD36"	"endothelial"
"ENSG00000139292"	"enterocyte of epithelium of small intestine"	"rest"	16633	-9.406825	-2.692343	7.37280884082849e-21	3.73887010130404e-20	"LGR5"	"epithelial stem cells"
"ENSG00000139292"	"epithelial progenitor cell of small intestine"	"rest"	4472	1.6333727	0.5703468	0.102578290799059	0.310718133650841	"LGR5"	"epithelial stem cells"
"ENSG00000139292"	"large intestine goblet cell"	"rest"	17433	-5.3252187	-2.362247	1.11748173831489e-07	9.1900146774391e-07	"LGR5"	"epithelial stem cells"
"ENSG00000139292"	"paneth-like cell"	"rest"	18489	-4.19829	-4.7161393	3.04304386013138e-05	0.000242982053128267	"LGR5"	"epithelial stem cells"
"ENSG00000139292"	"small intestine goblet cell"	"rest"	4638	0.67502266	0.40589795	0.499917679213646	0.958356252231524	"LGR5"	"epithelial stem cells"
"ENSG00000139292"	"enterocyte of epithelium of large intestine"	"rest"	17908	-5.6832347	-3.2394037	1.54703843653389e-08	1.25484213106275e-07	"LGR5"	"epithelial stem cells"
"ENSG00000139292"	"intestinal crypt transit amplifying cell"	"rest"	4894	3.6266701	1.0111655	0.000293685486815921	0.000972811697171681	"LGR5"	"epithelial stem cells"
"ENSG00000139292"	"paneth cell of epithelium of small intestine"	"rest"	17192	-1.0629947	-1.7348017	0.290056675430745	0.977793588943296	"LGR5"	"epithelial stem cells"
"ENSG00000139292"	"nan"	"rest"	7686	-1.6584107	-0.36334684	0.0972743280698999	0.150635745681972	"LGR5"	"epithelial stem cells"
"ENSG00000139292"	"epithelial progenitor cell of large intestine"	"rest"	18196	-7.4994226	-2.1138158	7.8499763618649e-14	3.85902883598317e-13	"LGR5"	"epithelial stem cells"
"ENSG00000139292"	"intestinal crypt stem cell"	"rest"	95	19.52215	4.9241905	4.82360261261586e-69	8.46631584488392e-67	"LGR5"	"epithelial stem cells"
"ENSG00000139292"	"intestinal enteroendocrine cell"	"rest"	7246	0.6167941	0.58684444	0.53794279874086	0.955471472991073	"LGR5"	"epithelial stem cells"
"ENSG00000142156"	"nan"	"rest"	10207	-3.1696162	-2.0661423	0.00153234036941141	0.00316244355389903	"COL6A1"	"fibroblasts"
"ENSG00000142156"	"intestinal crypt transit amplifying cell"	"rest"	14890	-0.5316086	-0.45788708	0.595062727719112	0.757963248665736	"COL6A1"	"fibroblasts"
"ENSG00000142156"	"paneth cell of epithelium of small intestine"	"rest"	1939	1.1650472	2.1813846	0.245890247659168	0.977793588943296	"COL6A1"	"fibroblasts"
"ENSG00000142156"	"intestinal enteroendocrine cell"	"rest"	16281	-0.7790048	-21.78877	0.437461027511042	0.909895538607296	"COL6A1"	"fibroblasts"
